:Data_list: 20160315_Gp_xr_1m.txt
:Created: 2016 Mar 16 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2016 03 15  0725   57462  26700     1.00e-09    2.67e-07
2016 03 15  0726   57462  26760     1.00e-09    2.66e-07
2016 03 15  0727   57462  26820     1.00e-09    2.65e-07
2016 03 15  0728   57462  26880     1.00e-09    2.71e-07
2016 03 15  0729   57462  26940     1.00e-09    2.73e-07
2016 03 15  0730   57462  27000     1.00e-09    2.80e-07
2016 03 15  0731   57462  27060     2.43e-09    2.89e-07
2016 03 15  0732   57462  27120     4.79e-09    2.98e-07
2016 03 15  0733   57462  27180     3.92e-09    3.06e-07
2016 03 15  0734   57462  27240     4.50e-09    3.03e-07
2016 03 15  0735   57462  27300     3.17e-09    3.07e-07
2016 03 15  0736   57462  27360     1.52e-09    3.05e-07
2016 03 15  0737   57462  27420     1.06e-09    3.09e-07
2016 03 15  0738   57462  27480     1.14e-09    3.15e-07
2016 03 15  0739   57462  27540     1.02e-09    3.13e-07
2016 03 15  0740   57462  27600     1.62e-09    3.10e-07
2016 03 15  0741   57462  27660     1.00e-09    3.07e-07
2016 03 15  0742   57462  27720     1.00e-09    3.04e-07
2016 03 15  0743   57462  27780     1.00e-09    3.01e-07
2016 03 15  0744   57462  27840     1.00e-09    2.96e-07
2016 03 15  0745   57462  27900     1.00e-09    2.96e-07
2016 03 15  0746   57462  27960     1.00e-09    2.88e-07
2016 03 15  0747   57462  28020     1.00e-09    2.88e-07
2016 03 15  0748   57462  28080     1.00e-09    2.83e-07
2016 03 15  0749   57462  28140     1.00e-09    2.74e-07
2016 03 15  0750   57462  28200     1.00e-09    2.73e-07
2016 03 15  0751   57462  28260     1.00e-09    2.72e-07
2016 03 15  0752   57462  28320     1.00e-09    2.68e-07
2016 03 15  0753   57462  28380     1.00e-09    2.62e-07
2016 03 15  0754   57462  28440     1.00e-09    2.60e-07
2016 03 15  0755   57462  28500     1.00e-09    2.61e-07
2016 03 15  0756   57462  28560     1.00e-09    2.56e-07
2016 03 15  0757   57462  28620     1.00e-09    2.58e-07
2016 03 15  0758   57462  28680     1.00e-09    2.58e-07
2016 03 15  0759   57462  28740     1.02e-09    2.60e-07
2016 03 15  0800   57462  28800     1.20e-09    2.56e-07
2016 03 15  0801   57462  28860     1.43e-09    2.55e-07
2016 03 15  0802   57462  28920     4.91e-09    2.54e-07
2016 03 15  0803   57462  28980     6.06e-09    2.50e-07
2016 03 15  0804   57462  29040     2.24e-09    2.46e-07
2016 03 15  0805   57462  29100     1.04e-09    2.46e-07
2016 03 15  0806   57462  29160     1.00e-09    2.49e-07
2016 03 15  0807   57462  29220     1.00e-09    2.49e-07
2016 03 15  0808   57462  29280     1.26e-09    2.53e-07
2016 03 15  0809   57462  29340     1.46e-09    2.55e-07
2016 03 15  0810   57462  29400     1.26e-09    2.51e-07
2016 03 15  0811   57462  29460     1.45e-09    2.49e-07
2016 03 15  0812   57462  29520     4.56e-09    2.50e-07
2016 03 15  0813   57462  29580     5.29e-09    2.51e-07
2016 03 15  0814   57462  29640     3.59e-09    2.49e-07
2016 03 15  0815   57462  29700     1.30e-09    2.48e-07
2016 03 15  0816   57462  29760     2.64e-09    2.47e-07
2016 03 15  0817   57462  29820     1.44e-09    2.46e-07
2016 03 15  0818   57462  29880     1.77e-09    2.46e-07
2016 03 15  0819   57462  29940     3.73e-09    2.43e-07
2016 03 15  0820   57462  30000     3.06e-09    2.43e-07
2016 03 15  0821   57462  30060     5.00e-09    2.44e-07
2016 03 15  0822   57462  30120     7.40e-09    2.48e-07
2016 03 15  0823   57462  30180     9.94e-09    2.44e-07
2016 03 15  0824   57462  30240     1.07e-08    2.44e-07
2016 03 15  0825   57462  30300     8.37e-09    2.52e-07
2016 03 15  0826   57462  30360     7.44e-09    2.49e-07
2016 03 15  0827   57462  30420     7.32e-09    2.48e-07
2016 03 15  0828   57462  30480     9.75e-09    2.47e-07
2016 03 15  0829   57462  30540     8.48e-09    2.49e-07
2016 03 15  0830   57462  30600     7.25e-09    2.49e-07
2016 03 15  0831   57462  30660     2.86e-09    2.32e-07
2016 03 15  0832   57462  30720    -1.00e+05   -1.00e+05
2016 03 15  0833   57462  30780    -1.00e+05   -1.00e+05
2016 03 15  0834   57462  30840    -1.00e+05   -1.00e+05
2016 03 15  0835   57462  30900    -1.00e+05   -1.00e+05
2016 03 15  0836   57462  30960    -1.00e+05   -1.00e+05
2016 03 15  0837   57462  31020    -1.00e+05   -1.00e+05
2016 03 15  0838   57462  31080    -1.00e+05   -1.00e+05
2016 03 15  0839   57462  31140    -1.00e+05   -1.00e+05
2016 03 15  0840   57462  31200    -1.00e+05   -1.00e+05
2016 03 15  0841   57462  31260    -1.00e+05   -1.00e+05
2016 03 15  0842   57462  31320    -1.00e+05   -1.00e+05
2016 03 15  0843   57462  31380    -1.00e+05   -1.00e+05
2016 03 15  0844   57462  31440    -1.00e+05   -1.00e+05
2016 03 15  0845   57462  31500    -1.00e+05   -1.00e+05
2016 03 15  0846   57462  31560    -1.00e+05   -1.00e+05
2016 03 15  0847   57462  31620    -1.00e+05   -1.00e+05
2016 03 15  0848   57462  31680    -1.00e+05   -1.00e+05
2016 03 15  0849   57462  31740    -1.00e+05   -1.00e+05
2016 03 15  0850   57462  31800    -1.00e+05   -1.00e+05
2016 03 15  0851   57462  31860    -1.00e+05   -1.00e+05
2016 03 15  0852   57462  31920    -1.00e+05   -1.00e+05
2016 03 15  0853   57462  31980    -1.00e+05   -1.00e+05
2016 03 15  0854   57462  32040    -1.00e+05   -1.00e+05
2016 03 15  0855   57462  32100    -1.00e+05   -1.00e+05
2016 03 15  0856   57462  32160    -1.00e+05   -1.00e+05
2016 03 15  0857   57462  32220    -1.00e+05   -1.00e+05
2016 03 15  0858   57462  32280    -1.00e+05   -1.00e+05
2016 03 15  0859   57462  32340    -1.00e+05   -1.00e+05
2016 03 15  0900   57462  32400    -1.00e+05   -1.00e+05
2016 03 15  0901   57462  32460    -1.00e+05   -1.00e+05
2016 03 15  0902   57462  32520    -1.00e+05   -1.00e+05
2016 03 15  0903   57462  32580    -1.00e+05   -1.00e+05
2016 03 15  0904   57462  32640    -1.00e+05   -1.00e+05
2016 03 15  0905   57462  32700    -1.00e+05   -1.00e+05
2016 03 15  0906   57462  32760    -1.00e+05   -1.00e+05
2016 03 15  0907   57462  32820    -1.00e+05   -1.00e+05
2016 03 15  0908   57462  32880    -1.00e+05   -1.00e+05
2016 03 15  0909   57462  32940    -1.00e+05   -1.00e+05
2016 03 15  0910   57462  33000    -1.00e+05   -1.00e+05
2016 03 15  0911   57462  33060    -1.00e+05   -1.00e+05
2016 03 15  0912   57462  33120    -1.00e+05   -1.00e+05
2016 03 15  0913   57462  33180    -1.00e+05   -1.00e+05
2016 03 15  0914   57462  33240    -1.00e+05   -1.00e+05
2016 03 15  0915   57462  33300    -1.00e+05   -1.00e+05
2016 03 15  0916   57462  33360    -1.00e+05   -1.00e+05
2016 03 15  0917   57462  33420    -1.00e+05   -1.00e+05
2016 03 15  0918   57462  33480    -1.00e+05   -1.00e+05
2016 03 15  0919   57462  33540    -1.00e+05   -1.00e+05
2016 03 15  0920   57462  33600    -1.00e+05   -1.00e+05
2016 03 15  0921   57462  33660    -1.00e+05   -1.00e+05
2016 03 15  0922   57462  33720    -1.00e+05   -1.00e+05
2016 03 15  0923   57462  33780    -1.00e+05   -1.00e+05
2016 03 15  0924   57462  33840    -1.00e+05   -1.00e+05
2016 03 15  0925   57462  33900    -1.00e+05   -1.00e+05
2016 03 15  0926   57462  33960    -1.00e+05   -1.00e+05
2016 03 15  0927   57462  34020    -1.00e+05   -1.00e+05
2016 03 15  0928   57462  34080    -1.00e+05   -1.00e+05
2016 03 15  0929   57462  34140    -1.00e+05   -1.00e+05
2016 03 15  0930   57462  34200    -1.00e+05   -1.00e+05
2016 03 15  0931   57462  34260    -1.00e+05   -1.00e+05
2016 03 15  0932   57462  34320    -1.00e+05   -1.00e+05
2016 03 15  0933   57462  34380    -1.00e+05   -1.00e+05
2016 03 15  0934   57462  34440    -1.00e+05   -1.00e+05
2016 03 15  0935   57462  34500    -1.00e+05   -1.00e+05
2016 03 15  0936   57462  34560    -1.00e+05   -1.00e+05
2016 03 15  0937   57462  34620    -1.00e+05   -1.00e+05
2016 03 15  0938   57462  34680    -1.00e+05   -1.00e+05
2016 03 15  0939   57462  34740    -1.00e+05   -1.00e+05
2016 03 15  0940   57462  34800    -1.00e+05   -1.00e+05
2016 03 15  0941   57462  34860    -1.00e+05   -1.00e+05
2016 03 15  0942   57462  34920    -1.00e+05   -1.00e+05
2016 03 15  0943   57462  34980    -1.00e+05   -1.00e+05
2016 03 15  0944   57462  35040    -1.00e+05   -1.00e+05
2016 03 15  0945   57462  35100    -1.00e+05   -1.00e+05
2016 03 15  0946   57462  35160    -1.00e+05   -1.00e+05
2016 03 15  0947   57462  35220     1.99e-09    2.37e-07
2016 03 15  0948   57462  35280     1.67e-09    2.33e-07
2016 03 15  0949   57462  35340     1.06e-09    2.33e-07
2016 03 15  0950   57462  35400     1.00e-09    2.32e-07
2016 03 15  0951   57462  35460     1.00e-09    2.26e-07
2016 03 15  0952   57462  35520     1.00e-09    2.27e-07
2016 03 15  0953   57462  35580     1.00e-09    2.26e-07
2016 03 15  0954   57462  35640     1.00e-09    2.19e-07
2016 03 15  0955   57462  35700     1.00e-09    2.18e-07
2016 03 15  0956   57462  35760     1.00e-09    2.18e-07
2016 03 15  0957   57462  35820     1.00e-09    2.19e-07
2016 03 15  0958   57462  35880     1.00e-09    2.20e-07
2016 03 15  0959   57462  35940     1.00e-09    2.22e-07
2016 03 15  1000   57462  36000     1.00e-09    2.24e-07
2016 03 15  1001   57462  36060     1.00e-09    2.24e-07
2016 03 15  1002   57462  36120     1.00e-09    2.25e-07
2016 03 15  1003   57462  36180     1.00e-09    2.28e-07
2016 03 15  1004   57462  36240     1.00e-09    2.29e-07
2016 03 15  1005   57462  36300     1.00e-09    2.34e-07
2016 03 15  1006   57462  36360     1.00e-09    2.37e-07
2016 03 15  1007   57462  36420     1.00e-09    2.34e-07
2016 03 15  1008   57462  36480     1.00e-09    2.37e-07
2016 03 15  1009   57462  36540     1.00e-09    2.39e-07
2016 03 15  1010   57462  36600     1.00e-09    2.43e-07
2016 03 15  1011   57462  36660     1.00e-09    2.37e-07
2016 03 15  1012   57462  36720     1.00e-09    2.33e-07
2016 03 15  1013   57462  36780     1.00e-09    2.33e-07
2016 03 15  1014   57462  36840     1.00e-09    2.35e-07
2016 03 15  1015   57462  36900     1.00e-09    2.36e-07
2016 03 15  1016   57462  36960     1.00e-09    2.34e-07
2016 03 15  1017   57462  37020     1.00e-09    2.38e-07
2016 03 15  1018   57462  37080     1.00e-09    2.39e-07
2016 03 15  1019   57462  37140     1.00e-09    2.41e-07
2016 03 15  1020   57462  37200     1.00e-09    2.45e-07
2016 03 15  1021   57462  37260     1.00e-09    2.48e-07
2016 03 15  1022   57462  37320     1.00e-09    2.49e-07
2016 03 15  1023   57462  37380     1.00e-09    2.49e-07
2016 03 15  1024   57462  37440     1.00e-09    2.50e-07
2016 03 15  1025   57462  37500     1.00e-09    2.55e-07
2016 03 15  1026   57462  37560     1.00e-09    2.50e-07
2016 03 15  1027   57462  37620     1.00e-09    2.49e-07
2016 03 15  1028   57462  37680     1.00e-09    2.46e-07
2016 03 15  1029   57462  37740     1.00e-09    2.48e-07
2016 03 15  1030   57462  37800     1.00e-09    2.47e-07
2016 03 15  1031   57462  37860     1.00e-09    2.46e-07
2016 03 15  1032   57462  37920     1.00e-09    2.44e-07
2016 03 15  1033   57462  37980     1.00e-09    2.47e-07
2016 03 15  1034   57462  38040     1.00e-09    2.50e-07
2016 03 15  1035   57462  38100     1.00e-09    2.49e-07
2016 03 15  1036   57462  38160     1.00e-09    2.48e-07
2016 03 15  1037   57462  38220     1.00e-09    2.48e-07
2016 03 15  1038   57462  38280     1.00e-09    2.51e-07
2016 03 15  1039   57462  38340     1.00e-09    2.51e-07
2016 03 15  1040   57462  38400     1.00e-09    2.50e-07
2016 03 15  1041   57462  38460     1.00e-09    2.53e-07
2016 03 15  1042   57462  38520     1.00e-09    2.50e-07
2016 03 15  1043   57462  38580     1.00e-09    2.49e-07
2016 03 15  1044   57462  38640     1.00e-09    2.51e-07
2016 03 15  1045   57462  38700     1.00e-09    2.49e-07
2016 03 15  1046   57462  38760     1.00e-09    2.47e-07
2016 03 15  1047   57462  38820     1.00e-09    2.48e-07
2016 03 15  1048   57462  38880     1.00e-09    2.46e-07
2016 03 15  1049   57462  38940     1.00e-09    2.48e-07
2016 03 15  1050   57462  39000     1.00e-09    2.46e-07
2016 03 15  1051   57462  39060     1.00e-09    2.48e-07
2016 03 15  1052   57462  39120     1.00e-09    2.47e-07
2016 03 15  1053   57462  39180     1.00e-09    2.45e-07
2016 03 15  1054   57462  39240     1.00e-09    2.46e-07
2016 03 15  1055   57462  39300     1.00e-09    2.46e-07
2016 03 15  1056   57462  39360     1.00e-09    2.47e-07
2016 03 15  1057   57462  39420     1.00e-09    2.45e-07
2016 03 15  1058   57462  39480     1.00e-09    2.45e-07
2016 03 15  1059   57462  39540     1.00e-09    2.42e-07
2016 03 15  1100   57462  39600     1.00e-09    2.42e-07
2016 03 15  1101   57462  39660     1.00e-09    2.35e-07
2016 03 15  1102   57462  39720     1.00e-09    2.36e-07
2016 03 15  1103   57462  39780     1.00e-09    2.36e-07
2016 03 15  1104   57462  39840     1.00e-09    2.37e-07
2016 03 15  1105   57462  39900     1.00e-09    2.38e-07
2016 03 15  1106   57462  39960     1.00e-09    2.36e-07
2016 03 15  1107   57462  40020     1.00e-09    2.38e-07
2016 03 15  1108   57462  40080     1.00e-09    2.39e-07
2016 03 15  1109   57462  40140     1.00e-09    2.40e-07
2016 03 15  1110   57462  40200     1.00e-09    2.41e-07
2016 03 15  1111   57462  40260     1.00e-09    2.47e-07
2016 03 15  1112   57462  40320     1.00e-09    2.50e-07
2016 03 15  1113   57462  40380     1.00e-09    2.52e-07
2016 03 15  1114   57462  40440     1.00e-09    2.59e-07
2016 03 15  1115   57462  40500     1.00e-09    2.58e-07
2016 03 15  1116   57462  40560     1.00e-09    2.54e-07
2016 03 15  1117   57462  40620     1.00e-09    2.52e-07
2016 03 15  1118   57462  40680     1.00e-09    2.55e-07
2016 03 15  1119   57462  40740     1.00e-09    2.58e-07
2016 03 15  1120   57462  40800     1.00e-09    2.59e-07
2016 03 15  1121   57462  40860     1.00e-09    2.63e-07
2016 03 15  1122   57462  40920     1.00e-09    2.62e-07
2016 03 15  1123   57462  40980     1.00e-09    2.64e-07
2016 03 15  1124   57462  41040     1.00e-09    2.67e-07
2016 03 15  1125   57462  41100     1.00e-09    2.70e-07
2016 03 15  1126   57462  41160     1.00e-09    2.70e-07
2016 03 15  1127   57462  41220     1.00e-09    2.66e-07
2016 03 15  1128   57462  41280     1.00e-09    2.65e-07
2016 03 15  1129   57462  41340     1.00e-09    2.66e-07
2016 03 15  1130   57462  41400     1.00e-09    2.66e-07
2016 03 15  1131   57462  41460     1.00e-09    2.63e-07
2016 03 15  1132   57462  41520     1.00e-09    2.61e-07
2016 03 15  1133   57462  41580     1.00e-09    2.65e-07
2016 03 15  1134   57462  41640     1.00e-09    2.68e-07
2016 03 15  1135   57462  41700     1.00e-09    2.65e-07
2016 03 15  1136   57462  41760     1.00e-09    2.62e-07
2016 03 15  1137   57462  41820     1.00e-09    2.62e-07
2016 03 15  1138   57462  41880     1.00e-09    2.62e-07
2016 03 15  1139   57462  41940     1.00e-09    2.60e-07
2016 03 15  1140   57462  42000     1.00e-09    2.60e-07
2016 03 15  1141   57462  42060     1.00e-09    2.60e-07
2016 03 15  1142   57462  42120     1.00e-09    2.63e-07
2016 03 15  1143   57462  42180     1.00e-09    2.68e-07
2016 03 15  1144   57462  42240     1.00e-09    2.69e-07
2016 03 15  1145   57462  42300     1.00e-09    2.70e-07
2016 03 15  1146   57462  42360     1.00e-09    2.67e-07
2016 03 15  1147   57462  42420     1.00e-09    2.69e-07
2016 03 15  1148   57462  42480     1.00e-09    2.74e-07
2016 03 15  1149   57462  42540     1.00e-09    2.76e-07
2016 03 15  1150   57462  42600     1.00e-09    2.79e-07
2016 03 15  1151   57462  42660     1.00e-09    2.78e-07
2016 03 15  1152   57462  42720     1.00e-09    2.78e-07
2016 03 15  1153   57462  42780     1.00e-09    2.80e-07
2016 03 15  1154   57462  42840     1.00e-09    2.88e-07
2016 03 15  1155   57462  42900     1.00e-09    3.00e-07
2016 03 15  1156   57462  42960     1.00e-09    3.14e-07
2016 03 15  1157   57462  43020     1.00e-09    3.38e-07
2016 03 15  1158   57462  43080     1.00e-09    3.67e-07
2016 03 15  1159   57462  43140     1.00e-09    3.87e-07
2016 03 15  1200   57462  43200     1.26e-09    4.08e-07
2016 03 15  1201   57462  43260     1.71e-09    4.20e-07
2016 03 15  1202   57462  43320     1.86e-09    4.28e-07
2016 03 15  1203   57462  43380     1.02e-09    4.34e-07
2016 03 15  1204   57462  43440     1.06e-09    4.28e-07
2016 03 15  1205   57462  43500     1.06e-09    4.15e-07
2016 03 15  1206   57462  43560     1.00e-09    3.99e-07
2016 03 15  1207   57462  43620     1.00e-09    3.85e-07
2016 03 15  1208   57462  43680     1.00e-09    3.73e-07
2016 03 15  1209   57462  43740     1.04e-09    3.57e-07
2016 03 15  1210   57462  43800     1.00e-09    3.44e-07
2016 03 15  1211   57462  43860     1.02e-09    3.33e-07
2016 03 15  1212   57462  43920     1.00e-09    3.25e-07
2016 03 15  1213   57462  43980     1.12e-09    3.18e-07
2016 03 15  1214   57462  44040     1.00e-09    3.15e-07
2016 03 15  1215   57462  44100     1.00e-09    3.11e-07
2016 03 15  1216   57462  44160     1.00e-09    3.06e-07
2016 03 15  1217   57462  44220     1.02e-09    3.01e-07
2016 03 15  1218   57462  44280     1.00e-09    2.98e-07
2016 03 15  1219   57462  44340     1.00e-09    2.88e-07
2016 03 15  1220   57462  44400     1.02e-09    2.84e-07
2016 03 15  1221   57462  44460     1.08e-09    2.80e-07
2016 03 15  1222   57462  44520     1.00e-09    2.79e-07
2016 03 15  1223   57462  44580     1.00e-09    2.75e-07
2016 03 15  1224   57462  44640     1.00e-09    2.70e-07
2016 03 15  1225   57462  44700     1.10e-09    2.69e-07
2016 03 15  1226   57462  44760     1.00e-09    2.77e-07
2016 03 15  1227   57462  44820     1.00e-09    2.78e-07
2016 03 15  1228   57462  44880     1.16e-09    2.79e-07
2016 03 15  1229   57462  44940     1.02e-09    2.82e-07
2016 03 15  1230   57462  45000     1.00e-09    2.81e-07
2016 03 15  1231   57462  45060     1.00e-09    2.79e-07
2016 03 15  1232   57462  45120     1.00e-09    2.77e-07
2016 03 15  1233   57462  45180     1.00e-09    2.74e-07
2016 03 15  1234   57462  45240     1.14e-09    2.71e-07
2016 03 15  1235   57462  45300     1.02e-09    2.70e-07
2016 03 15  1236   57462  45360     1.02e-09    2.67e-07
2016 03 15  1237   57462  45420     1.02e-09    2.68e-07
2016 03 15  1238   57462  45480     1.00e-09    2.65e-07
2016 03 15  1239   57462  45540     1.00e-09    2.63e-07
2016 03 15  1240   57462  45600     1.00e-09    2.62e-07
2016 03 15  1241   57462  45660     1.00e-09    2.61e-07
2016 03 15  1242   57462  45720     1.00e-09    2.59e-07
2016 03 15  1243   57462  45780     1.00e-09    2.54e-07
2016 03 15  1244   57462  45840     1.00e-09    2.51e-07
2016 03 15  1245   57462  45900     1.00e-09    2.51e-07
2016 03 15  1246   57462  45960     1.00e-09    2.50e-07
2016 03 15  1247   57462  46020     1.00e-09    2.49e-07
2016 03 15  1248   57462  46080     1.00e-09    2.45e-07
2016 03 15  1249   57462  46140     1.00e-09    2.42e-07
2016 03 15  1250   57462  46200     1.00e-09    2.43e-07
2016 03 15  1251   57462  46260     1.00e-09    2.40e-07
2016 03 15  1252   57462  46320     1.00e-09    2.41e-07
2016 03 15  1253   57462  46380     1.00e-09    2.46e-07
2016 03 15  1254   57462  46440     1.00e-09    2.52e-07
2016 03 15  1255   57462  46500     1.00e-09    2.52e-07
2016 03 15  1256   57462  46560     1.04e-09    2.49e-07
2016 03 15  1257   57462  46620     1.00e-09    2.49e-07
2016 03 15  1258   57462  46680     1.00e-09    2.48e-07
2016 03 15  1259   57462  46740     1.00e-09    2.52e-07
2016 03 15  1300   57462  46800     1.00e-09    2.54e-07
2016 03 15  1301   57462  46860     1.00e-09    2.55e-07
2016 03 15  1302   57462  46920     1.00e-09    2.58e-07
2016 03 15  1303   57462  46980     1.00e-09    2.52e-07
2016 03 15  1304   57462  47040     1.00e-09    2.49e-07
2016 03 15  1305   57462  47100     1.00e-09    2.46e-07
2016 03 15  1306   57462  47160     1.00e-09    2.53e-07
2016 03 15  1307   57462  47220     1.00e-09    2.48e-07
2016 03 15  1308   57462  47280     1.00e-09    2.49e-07
2016 03 15  1309   57462  47340     1.00e-09    2.48e-07
2016 03 15  1310   57462  47400     1.00e-09    2.51e-07
2016 03 15  1311   57462  47460     1.00e-09    2.49e-07
2016 03 15  1312   57462  47520     1.00e-09    2.50e-07
2016 03 15  1313   57462  47580     1.00e-09    2.50e-07
2016 03 15  1314   57462  47640     1.00e-09    2.51e-07
2016 03 15  1315   57462  47700     1.00e-09    2.47e-07
2016 03 15  1316   57462  47760     1.00e-09    2.48e-07
2016 03 15  1317   57462  47820     1.00e-09    2.51e-07
2016 03 15  1318   57462  47880     1.00e-09    2.53e-07
2016 03 15  1319   57462  47940     1.00e-09    2.50e-07
2016 03 15  1320   57462  48000     1.00e-09    2.49e-07
2016 03 15  1321   57462  48060     1.00e-09    2.51e-07
2016 03 15  1322   57462  48120     1.00e-09    2.48e-07
2016 03 15  1323   57462  48180     1.00e-09    2.50e-07
2016 03 15  1324   57462  48240     1.00e-09    2.50e-07
2016 03 15  1325   57462  48300     1.00e-09    2.52e-07
2016 03 15  1326   57462  48360     1.00e-09    2.60e-07
2016 03 15  1327   57462  48420     1.00e-09    2.64e-07
2016 03 15  1328   57462  48480     1.00e-09    2.66e-07
2016 03 15  1329   57462  48540     1.00e-09    2.67e-07
2016 03 15  1330   57462  48600     1.00e-09    2.68e-07
2016 03 15  1331   57462  48660     1.00e-09    2.67e-07
2016 03 15  1332   57462  48720     1.00e-09    2.65e-07
2016 03 15  1333   57462  48780     1.00e-09    2.65e-07
2016 03 15  1334   57462  48840     1.00e-09    2.62e-07
2016 03 15  1335   57462  48900     1.00e-09    2.60e-07
2016 03 15  1336   57462  48960     1.00e-09    2.60e-07
2016 03 15  1337   57462  49020     1.00e-09    2.58e-07
2016 03 15  1338   57462  49080     1.00e-09    2.59e-07
2016 03 15  1339   57462  49140     1.00e-09    2.59e-07
2016 03 15  1340   57462  49200     1.00e-09    2.58e-07
2016 03 15  1341   57462  49260     1.00e-09    2.57e-07
2016 03 15  1342   57462  49320     1.00e-09    2.58e-07
2016 03 15  1343   57462  49380     1.00e-09    2.59e-07
2016 03 15  1344   57462  49440     1.00e-09    2.57e-07
2016 03 15  1345   57462  49500     1.00e-09    2.56e-07
2016 03 15  1346   57462  49560     1.00e-09    2.58e-07
2016 03 15  1347   57462  49620     1.00e-09    2.56e-07
2016 03 15  1348   57462  49680     1.00e-09    2.56e-07
2016 03 15  1349   57462  49740     1.00e-09    2.58e-07
2016 03 15  1350   57462  49800     1.00e-09    2.64e-07
2016 03 15  1351   57462  49860     1.00e-09    2.67e-07
2016 03 15  1352   57462  49920     1.00e-09    2.68e-07
2016 03 15  1353   57462  49980     1.00e-09    2.70e-07
2016 03 15  1354   57462  50040     1.00e-09    2.69e-07
2016 03 15  1355   57462  50100     1.00e-09    2.69e-07
2016 03 15  1356   57462  50160     1.00e-09    2.68e-07
2016 03 15  1357   57462  50220     1.00e-09    2.68e-07
2016 03 15  1358   57462  50280     1.00e-09    2.67e-07
2016 03 15  1359   57462  50340     1.00e-09    2.66e-07
2016 03 15  1400   57462  50400     1.00e-09    2.70e-07
2016 03 15  1401   57462  50460     1.00e-09    2.67e-07
2016 03 15  1402   57462  50520     1.00e-09    2.65e-07
2016 03 15  1403   57462  50580     1.00e-09    2.63e-07
2016 03 15  1404   57462  50640     1.00e-09    2.62e-07
2016 03 15  1405   57462  50700     1.00e-09    2.62e-07
2016 03 15  1406   57462  50760     1.00e-09    2.60e-07
2016 03 15  1407   57462  50820     1.00e-09    2.61e-07
2016 03 15  1408   57462  50880     1.00e-09    2.58e-07
2016 03 15  1409   57462  50940     1.00e-09    2.62e-07
2016 03 15  1410   57462  51000     1.00e-09    2.61e-07
2016 03 15  1411   57462  51060     1.00e-09    2.61e-07
2016 03 15  1412   57462  51120     1.00e-09    2.63e-07
2016 03 15  1413   57462  51180     1.00e-09    2.63e-07
2016 03 15  1414   57462  51240     1.00e-09    2.64e-07
2016 03 15  1415   57462  51300     1.00e-09    2.66e-07
2016 03 15  1416   57462  51360     1.00e-09    2.66e-07
2016 03 15  1417   57462  51420     1.00e-09    2.70e-07
2016 03 15  1418   57462  51480     1.02e-09    2.79e-07
2016 03 15  1419   57462  51540     1.06e-09    3.13e-07
2016 03 15  1420   57462  51600     1.00e-09    3.16e-07
2016 03 15  1421   57462  51660     1.00e-09    3.17e-07
2016 03 15  1422   57462  51720     1.00e-09    3.13e-07
2016 03 15  1423   57462  51780     1.00e-09    3.06e-07
2016 03 15  1424   57462  51840     1.00e-09    3.00e-07
2016 03 15  1425   57462  51900     1.00e-09    2.98e-07
2016 03 15  1426   57462  51960     1.00e-09    2.91e-07
2016 03 15  1427   57462  52020     1.00e-09    2.87e-07
2016 03 15  1428   57462  52080     1.00e-09    2.85e-07
2016 03 15  1429   57462  52140     1.00e-09    2.81e-07
2016 03 15  1430   57462  52200     1.00e-09    2.83e-07
2016 03 15  1431   57462  52260     1.00e-09    2.90e-07
2016 03 15  1432   57462  52320     1.00e-09    2.93e-07
2016 03 15  1433   57462  52380     1.00e-09    2.93e-07
2016 03 15  1434   57462  52440     1.00e-09    2.88e-07
2016 03 15  1435   57462  52500     1.00e-09    2.81e-07
2016 03 15  1436   57462  52560     1.00e-09    2.78e-07
2016 03 15  1437   57462  52620     1.00e-09    2.74e-07
2016 03 15  1438   57462  52680     1.00e-09    2.76e-07
2016 03 15  1439   57462  52740     1.00e-09    2.79e-07
2016 03 15  1440   57462  52800     1.00e-09    2.89e-07
2016 03 15  1441   57462  52860     1.00e-09    2.85e-07
2016 03 15  1442   57462  52920     1.00e-09    2.82e-07
2016 03 15  1443   57462  52980     1.00e-09    2.79e-07
2016 03 15  1444   57462  53040     1.00e-09    2.78e-07
2016 03 15  1445   57462  53100     1.00e-09    2.81e-07
2016 03 15  1446   57462  53160     1.00e-09    2.79e-07
2016 03 15  1447   57462  53220     1.00e-09    2.82e-07
2016 03 15  1448   57462  53280     1.00e-09    2.83e-07
2016 03 15  1449   57462  53340     1.00e-09    2.82e-07
2016 03 15  1450   57462  53400     1.00e-09    2.83e-07
2016 03 15  1451   57462  53460     1.00e-09    2.84e-07
2016 03 15  1452   57462  53520     1.00e-09    2.86e-07
2016 03 15  1453   57462  53580     1.00e-09    2.85e-07
2016 03 15  1454   57462  53640     1.00e-09    2.85e-07
2016 03 15  1455   57462  53700     1.00e-09    2.85e-07
